#^
# Automatically generated edge file
#
# format :
# index    x1    y1    x2    y2 
#

7	-0.3168789	0.0674604	-0.3087979	-0.0547887
8	0.0871723	0.1304006	0.0858255	0.0420423
9	0.2151219	0.0686708	0.2164688	0.1243486
10	0.2191624	0.0650396	0.0898660	0.0771435
11	0.0871723	0.1316109	0.2137751	0.1291902
12	0.2110814	0.1739745	0.0925597	0.1715537
13	0.2528334	-0.1334639	0.1814510	-0.1140977
14	0.1827978	-0.0547887	0.2501397	-0.0717342
15	0.2474460	-0.0257394	0.1935725	-0.0160563
16	0.1801041	-0.1140977	0.1814510	-0.0559991
17	0.0629293	-0.0390537	0.1073749	-0.0499472
#!

#^
# Automatically generated edge file
#
# format :
# index    x1    y1    x2    y2 
#

0	-0.1242812	-0.0148459	-0.1256280	-0.0523679
1	-0.1256280	-0.0523679	-0.2670459	-0.0862588
2	-0.2764738	-0.0208979	-0.1256280	0.0081514
3	-0.1337090	0.0468838	-0.2683928	0.0263072
4	-0.2710865	-0.0814172	-0.2751270	-0.0257394
5	-0.3263068	-0.0124252	-0.2778206	-0.0208979
6	-0.2683928	-0.0862588	-0.3263068	-0.0741549
7	-0.3384283	0.0517254	-0.3316941	-0.0305810
8	0.0939065	0.1884992	0.0966002	0.0444630
9	0.2622612	0.0710916	0.2636081	0.1267694
10	0.2663018	0.0686708	0.1006407	0.0759331
11	0.0992939	0.1304006	0.2622612	0.1304006
12	0.2582207	0.1751849	0.1033344	0.1715537
13	0.3080537	-0.1201496	0.2191624	-0.1080458
14	0.2232029	-0.0511576	0.3040132	-0.0584199
15	0.3013195	-0.0172667	0.2312840	-0.0112148
16	0.2178156	-0.1080458	0.2218561	-0.0511576
17	0.0629293	-0.0451056	0.1262306	-0.0511576
#!

#^
# Automatically generated edge file
#
# format :
# index    x1    y1    x2    y2 
#

0	-0.0771418	-0.0100044	-0.0771418	-0.0475264
1	-0.0771418	-0.0487368	-0.1646863	-0.0886796
2	-0.1727673	-0.0233187	-0.0784887	0.0093618
3	-0.0852229	0.0480942	-0.1660331	0.0263072
4	-0.1687268	-0.0814172	-0.1700736	-0.0354225
5	-0.2495371	-0.0172667	-0.1741141	-0.0233187
6	-0.1660331	-0.0886796	-0.2508839	-0.0826276
7	-0.2522307	-0.0826276	-0.2562712	-0.0257394
8	0.1060281	0.1872888	0.1100686	0.0529358
9	0.2743828	0.0347800	0.2743828	0.2066550
10	0.2703423	0.0831954	0.1141091	0.0831954
11	0.1114154	0.1328213	0.2178156	0.1364525
12	0.2676486	0.1763953	0.1168028	0.1727641
13	0.3161347	-0.0826276	0.2353245	-0.0802069
14	0.2326308	-0.0269498	0.3067069	-0.0281602
15	0.3080537	0.0081514	0.2420587	0.0093618
16	0.2312840	-0.0777861	0.2312840	-0.0281602
17	0.0750508	-0.0317914	0.1396990	-0.0342121
#!

